級	熟語	読み
7	群集心理	[グンシュウシンリ]
7	群小	[グンショウ]
7	群青色	[グンジョウいろ]
7	群落	[グンラク]
7	群雲	[むらくも]
7	群雨	[むらさめ]
7	希世	[キセイ]
7	希代	[キタイ]
7	加重	[カジュウ]
7	加速度	[カソクド]
7	加薬	[カヤク]
7	加薬飯	[カヤクめし]
7	令兄	[レイケイ]
7	令室	[レイシツ]
7	令書	[レイショ]
7	令達	[レイタツ]
7	令夫人	[レイフジン]
7	令名	[レイメイ]
7	仲兄	[チュウケイ]
7	仲仕	[なかシ]
7	仲間	[なかま]
7	仲見世	[なかみセ]
7	折折	[おりおり]
7	折節	[おりふし]
7	周回	[シュウカイ]
7	周期	[シュウキ]
7	周章	[シュウショウ]
7	周波数	[シュウハスウ]
7	径行	[ケイコウ]
7	径庭	[ケイテイ]
7	径路	[ケイロ]
7	季子	[キシ]
7	季春	[キシュン]
7	季世	[キセイ]
7	果菜類	[カサイルイ]
7	冷麦	[ひやむぎ]
7	冷雨	[レイウ]
7	冷気	[レイキ]
7	冷酒	[レイシュ]
7	冷静	[レイセイ]
7	冷戦	[レイセン]
7	冷然	[レイゼン]
7	法家	[ホウカ]
7	法語	[ホウゴ]
7	法三章	[ホウサンショウ]
7	法人	[ホウジン]
7	法談	[ホウダン]
7	法典	[ホウテン]
7	法名	[ホウミョウ]
7	法楽	[ホウラク]
7	法例	[ホウレイ]
7	法橋	[ホッキョウ]
7	法身	[ホッシン]
7	法体	[ホッタイ]
7	博学多才	[ハクガクタサイ]
7	博大	[ハクダイ]
7	博物館	[ハクブツカン]
7	博聞強記	[ハクブンキョウキ]
7	博文約礼	[ハクブンヤクレイ]
7	沖仲仕	[おきなかシ]
7	沖積世	[チュウセキセイ]
7	沖天	[チュウテン]
7	節会	[セチエ]
7	節気	[セッキ]
7	節酒	[セッシュ]
7	節足動物	[セッソクドウブツ]
7	節理	[セツリ]
7	節節	[ふしぶし]
7	節目	[ふしめ]
7	祝着	[シュウチャク]
7	祝意	[シュクイ]
7	昨夜	[サクヤ]
7	景観	[ケイカン]
7	景物	[ケイブツ]
7	旗下	[キカ]
7	旗手	[キシュ]
7	旗門	[キモン]
7	旗色	[はたいろ]
7	旗差物	[はたさしもの]
7	旗日	[はたび]
7	旗本	[はたもと]
7	例言	[レイゲン]
7	望見	[ボウケン]
7	望聞問切	[ボウブンモンセツ]
7	望洋	[ボウヨウ]
7	順位	[ジュンイ]
7	順化	[ジュンカ]
7	順行	[ジュンコウ]
7	順守	[ジュンシュ]
7	順順	[ジュンジュン]
7	順当	[ジュントウ]
7	順礼	[ジュンレイ]
7	順列	[ジュンレツ]
7	順路	[ジュンロ]
7	札差	[ふださし]
7	器物	[キブツ]
7	課外	[カガイ]
7	課業	[カギョウ]
7	課口	[カコウ]
7	課目	[カモク]
7	連木	[レンぎ]
7	連行	[レンコウ]
7	連子	[レンジ]
7	牧守	[ボクシュ]
7	牧神	[ボクシン]
7	牧笛	[ボクテキ]
7	牧民	[ボクミン]
7	牧養	[ボクヨウ]
7	飯台	[ハンダイ]
7	飯米	[ハンマイ]
7	低下	[テイカ]
7	低回	[テイカイ]
7	低落	[テイラク]
7	低利	[テイリ]
7	浅見	[センケン]
7	浅才	[センサイ]
7	初産	[ういザン]
7	初孫	[ういまご]
7	初一念	[ショイチネン]
7	初会	[ショカイ]
7	初学	[ショガク]
7	初期	[ショキ]
7	初戦	[ショセン]
7	初転法輪	[ショテンボウリン]
7	初七日	[ショなぬか]
7	初老	[ショロウ]
7	初顔	[はつがお]
7	初音	[はつね]
7	初耳	[はつみみ]
7	初物	[はつもの]
7	刷子	[サッシ]
7	欠字	[ケツジ]
7	欠配	[ケッパイ]
7	欠本	[ケッポン]
7	機運	[キウン]
7	機具	[キグ]
7	機才	[キサイ]
7	機動	[キドウ]
7	老化	[ロウカ]
7	老残	[ロウザン]
7	老少不定	[ロウショウフジョウ]
7	老生	[ロウセイ]
7	老成持重	[ロウセイジチョウ]
7	老来	[ロウライ]
7	末広	[すえひろ]
7	末子	[バッシ]
7	末法末世	[マッポウマッセ]
7	末法思想	[マッポウシソウ]
7	末流	[マツリュウ]
7	飛魚	[とびうお]
7	飛出	[とびで]
7	飛花落葉	[ヒカラクヨウ]
7	飛語	[ヒゴ]
7	飛行	[ヒコウ]
7	飛耳長目	[ヒジチョウモク]
7	飛輪	[ヒリン]
7	底意	[そこイ]
7	底意地	[そこイジ]
7	底止	[テイシ]
7	底本	[テイホン]
7	底流	[テイリュウ]
7	戦意	[センイ]
7	戦雲	[センウン]
7	戦火	[センカ]
7	戦利品	[センリヒン]
7	松羽目物	[まつばめもの]
7	察言観色	[サツゲンカンシキ]
7	察察	[サツサツ]
7	結界	[ケッカイ]
7	結夏	[ケツゲ]
7	結語	[ケツゴ]
7	結合	[ケツゴウ]
7	結石	[ケッセキ]
7	結節	[ケッセツ]
7	議案	[ギアン]
7	議定	[ギテイ]
7	賀表	[ガヒョウ]
7	労農	[ロウノウ]
7	労来	[ロウライ]
7	満天下	[マンテンカ]
7	満満	[マンマン]
7	満目	[マンモク]
7	必見	[ヒッケン]
7	的然	[テキゼン]
7	的屋	[テキや]
7	選科	[センカ]
7	選外	[センガイ]
7	選考	[センコウ]
7	選民	[センミン]
7	笑止千万	[ショウシセンバン]
7	参議院	[サンギイン]
7	参入	[サンニュウ]
7	建言	[ケンゲン]
7	建水	[ケンスイ]
7	建前	[たてまえ]
7	求愛	[キュウアイ]
7	求心力	[キュウシンリョク]
7	改悪	[カイアク]
7	改印	[カイイン]
7	録音	[ロクオン]
7	未成年	[ミセイネン]
7	未知数	[ミチスウ]
7	未発	[ミハツ]
6	祖先	[ソセン]
6	率先	[ソッセン]
6	故人	[コジン]
6	個人	[コジン]
6	罪人	[ザイニン,つみびと]
6	殺人	[サツジン]
6	職人	[ショクニン]
6	素人	[しろうと]
6	犯人	[ハンニン]
6	非人	[ヒニン]
6	婦人	[フジン]
6	武人	[ブジン]
6	在学	[ザイガク]
6	雑学	[ザツガク]
6	史学	[シガク]
6	修学	[シュウガク]
6	独学	[ドクガク]
6	均一	[キンイツ]
6	混一	[コンイツ]
6	統一	[トウイツ]
6	経文	[キョウモン]
6	構文	[コウブン]
6	条文	[ジョウブン]
6	証文	[ショウモン]
6	序文	[ジョブン]
6	独文	[ドクブン]
6	複文	[フクブン]
6	仏文	[フツブン]
6	断水	[ダンスイ]
6	貯水	[チョスイ]
6	防水	[ボウスイ]
6	河口	[カコウ]
6	殺気	[サッキ]
6	士気	[シキ]
6	雑木	[ザツボク,ゾウき]
6	均田	[キンデン]
6	雑草	[ザッソウ]
6	毒草	[ドクソウ]
6	規正	[キセイ]
6	修正	[シュウセイ]
6	適正	[テキセイ]
6	停車	[テイシャ]
6	検校	[ケンコウ,ケンギョウ]
6	在校	[ザイコウ]
6	暴雨	[ボウウ]
6	基本	[キホン]
6	資本	[シホン]
6	製本	[セイホン]
6	張本	[チョウホン]
6	領土	[リョウド]
6	快足	[カイソク]
6	禁足	[キンソク]
6	往生	[オウジョウ]
6	寄生	[キセイ]
6	厚生	[コウセイ]
6	再生	[サイセイ]
6	殺生	[セッショウ]
6	余生	[ヨセイ]
6	素手	[ソシュ,すで]
6	証左	[ショウサ]
6	仮名	[カメイ]
6	再三	[サイサン]
6	眼目	[ガンモク]
6	過日	[カジツ]
6	在日	[ザイニチ]
6	過大	[カダイ]
6	絶大	[ゼツダイ]
6	増大	[ゾウダイ]
6	肥大	[ヒダイ]
6	演出	[エンシュツ]
6	救出	[キュウシュツ]
6	支出	[シシュツ]
6	提出	[テイシュツ]
6	輸出	[ユシュツ]
6	鉱山	[コウザン]
6	築山	[チクザン,つきやま]
6	銅山	[ドウザン]
6	基金	[キキン]
6	現金	[ゲンキン]
6	資金	[シキン]
6	賞金	[ショウキン]
6	税金	[ゼイキン]
6	貯金	[チョキン]
6	確立	[カクリツ]
6	設立	[セツリツ]
6	独立	[ドクリツ]
6	移入	[イニュウ]
6	混入	[コンニュウ]
6	導入	[ドウニュウ]
6	編入	[ヘンニュウ]
6	輸入	[ユニュウ]
6	鉱石	[コウセキ]
6	採石	[サイセキ]
6	布石	[フセキ]
6	墓石	[ボセキ,はかいし]
6	妻女	[サイジョ]
6	織女	[ショクジョ]
6	婦女	[フジョ]
6	因子	[インシ]
6	格子	[コウシ]
6	妻子	[サイシ,つまこ]
6	士子	[シシ]
6	精子	[セイシ]
6	航空	[コウクウ]
6	制空	[セイクウ]
6	防空	[ボウクウ]
6	圧力	[アツリョク]
6	眼力	[ガンリキ,ガンリョク]
6	財力	[ザイリョク]
6	勢力	[セイリョク]
6	精力	[セイリョク]
6	張力	[チョウリョク]
6	独力	[ドクリョク]
6	能力	[ノウリョク]
6	非力	[ヒリキ]
6	武力	[ブリョク]
6	暴力	[ボウリョク]
6	余力	[ヨリョク]
6	永年	[エイネン]
6	往年	[オウネン]
6	停年	[テイネン]
6	豊年	[ホウネン]
6	留年	[リュウネン]
6	歴年	[レキネン]
6	破竹	[ハチク]
6	防火	[ボウカ]
6	営林	[エイリン]
6	潔白	[ケッパク]
6	告白	[コクハク]
6	精白	[セイハク]
6	独白	[ドクハク]
6	余白	[ヨハク]
6	眼中	[ガンチュウ]
6	禁中	[キンチュウ]
6	講中	[コウチュウ]
6	在中	[ザイチュウ]
6	術中	[ジュッチュウ]
6	夢中	[ムチュウ]
6	逆上	[ギャクジョウ]
6	製糸	[セイシ]
6	綿糸	[メンシ]
6	桜花	[オウカ]
6	造花	[ゾウカ]
6	綿花	[メンカ]
6	益虫	[エキチュウ]
6	殺虫	[サッチュウ]
6	精虫	[セイチュウ]
6	防虫	[ボウチュウ]
6	河川	[カセン]
6	解字	[カイジ]
6	識字	[シキジ]
6	略字	[リャクジ]
6	識見	[シキケン]
6	夢見	[ゆめみ]
6	精肉	[セイニク]
6	精通	[セイツウ]
6	眼前	[ガンゼン]
6	仏前	[ブツゼン]
6	墓前	[ボゼン]
6	現場	[ゲンジョウ,ゲンば]
6	職場	[ショクば]
6	墓場	[はかば]
6	毒矢	[ドクシ,ドクや]
6	逆光	[ギャッコウ]
6	採光	[サイコウ]
6	余光	[ヨコウ]
6	接近	[セッキン]
6	総角	[ソウカク,あげまき]
6	導引	[ドウイン]
6	義妹	[ギマイ]
6	義弟	[ギテイ]
6	師弟	[シテイ]
6	舎弟	[シャテイ]
6	喜色	[キショク]
6	容色	[ヨウショク]
6	義姉	[ギシ]
6	再考	[サイコウ]
6	備考	[ビコウ]
6	義兄	[ギケイ]
6	舎兄	[シャケイ]
6	能楽	[ノウガク]
6	快楽	[カイラク]
6	独楽	[ドクラク,こま]
6	支店	[シテン]
6	快走	[カイソウ]
6	独走	[ドクソウ]
6	暴走	[ボウソウ]
6	寄食	[キショク]
6	雑食	[ザッショク]
6	常食	[ジョウショク]
6	絶食	[ゼッショク]
6	断食	[ダンジキ]
6	暴食	[ボウショク]
6	逆行	[ギャッコウ]
6	修行	[シュギョウ]
6	素行	[ソコウ]
6	犯行	[ハンコウ]
6	非行	[ヒコウ]
6	暴行	[ボウコウ]
6	象形	[ショウケイ]
6	造形	[ゾウケイ]
6	快活	[カイカツ]
6	復活	[フッカツ]
6	解明	[カイメイ]
6	証明	[ショウメイ]
6	判明	[ハンメイ]
6	弁明	[ベンメイ]
6	故買	[コバイ]
6	採点	[サイテン]
6	得点	[トクテン]
6	評点	[ヒョウテン]
6	過多	[カタ]
6	雑多	[ザッタ]
6	得心	[トクシン]
6	設計	[セッケイ]
6	総計	[ソウケイ]
6	統計	[トウケイ]
6	居間	[キョカン,いま]
6	造園	[ゾウエン]
6	停電	[テイデン]
6	仏寺	[ブツジ]
6	紀元	[キゲン]
6	永遠	[エイエン]
6	久遠	[クオン]
6	過半	[カハン]
6	快刀	[カイトウ]
6	液体	[エキタイ]
6	得体	[えタイ]
6	解体	[カイタイ]
6	検体	[ケンタイ]
6	政体	[セイタイ]
6	団体	[ダンタイ]
6	独自	[ドクジ]
6	混合	[コンゴウ]
6	総合	[ソウゴウ]
6	統合	[トウゴウ]
6	複合	[フクゴウ]
6	格言	[カクゲン]
6	過言	[カゴン]
6	証言	[ショウゲン]
6	雑言	[ゾウゴン]
6	断言	[ダンゲン]
6	提言	[テイゲン]
6	破門	[ハモン]
6	仏門	[ブツモン]
6	武門	[ブモン]
6	非番	[ヒバン]
6	河図	[カト]
6	構図	[コウズ]
6	製図	[セイズ]
6	略図	[リャクズ]
6	往時	[オウジ]
6	常時	[ジョウジ]
6	厚顔	[コウガン]
6	破顔	[ハガン]
6	眼科	[ガンカ]
6	罪科	[ザイカ]
6	義父	[ギフ]
6	祖父	[ソフ]
6	適当	[テキトウ]
6	弁当	[ベントウ]
6	基地	[キチ]
6	境地	[キョウチ]
6	現地	[ゲンチ]
6	耕地	[コウチ]
6	素地	[ソジ]
6	団地	[ダンチ]
6	築地	[つきジ]
6	任地	[ニンチ]
6	布地	[ぬのジ]
6	墓地	[ボチ]
6	余地	[ヨチ]
6	領地	[リョウチ]
6	因数	[インスウ]
6	基数	[キスウ]
6	逆数	[ギャクスウ]
6	個数	[コスウ]
6	術数	[ジュッスウ]
6	常数	[ジョウスウ]
6	総数	[ソウスウ]
6	素数	[ソスウ]
6	複数	[フクスウ]
6	居室	[キョシツ]
6	個室	[コシツ]
6	在室	[ザイシツ]
6	故国	[ココク]
6	祖国	[ソコク]
6	属国	[ゾッコク]
6	常夏	[とこなつ]
6	在野	[ザイヤ]
6	逆風	[ギャクフウ]
6	防風	[ボウフウ]
6	暴風	[ボウフウ]
6	講社	[コウシャ]
6	支社	[シシャ]
6	往古	[オウコ]
6	復古	[フッコ]
6	雑記	[ザッキ]
6	旧家	[キュウカ]
6	在家	[ザイケ]
6	武家	[ブケ]
6	応分	[オウブン]
6	過分	[カブン]
6	検分	[ケンブン]
6	性分	[ショウブン]
6	職分	[ショクブン]
6	余分	[ヨブン]
6	領分	[リョウブン]
6	応答	[オウトウ]
6	解答	[カイトウ]
6	確答	[カクトウ]
6	旧知	[キュウチ]
6	検知	[ケンチ]
6	告知	[コクチ]
6	報知	[ホウチ]
6	混声	[コンセイ]
6	貧弱	[ヒンジャク]
6	現今	[ゲンコン]
6	復帰	[フッキ]
6	応用	[オウヨウ]
6	慣用	[カンヨウ]
6	効用	[コウヨウ]
6	採用	[サイヨウ]
6	雑用	[ザツヨウ]
6	常用	[ジョウヨウ]
6	適用	[テキヨウ]
6	任用	[ニンヨウ]
6	費用	[ヒヨウ]
6	旧聞	[キュウブン]
6	衛星	[エイセイ]
6	絶後	[ゼツゴ]
6	版画	[ハンガ]
6	精米	[セイマイ]
6	混同	[コンドウ]
6	賛同	[サンドウ]
6	快晴	[カイセイ]
6	精細	[セイサイ]
6	述語	[ジュツゴ]
6	術語	[ジュツゴ]
6	独語	[ドクゴ]
6	往来	[オウライ]
6	再来	[サイライ]
6	在来	[ザイライ]
6	招来	[ショウライ]
6	独歩	[ドッポ]
6	士道	[シドウ]
6	常道	[ジョウドウ]
6	武道	[ブドウ]
6	報道	[ホウドウ]
6	増長	[ゾウチョウ]
6	適切	[テキセツ]
6	耕作	[コウサク]
6	制作	[セイサク]
6	製作	[セイサク]
6	造作	[ゾウサク,ゾウサ]
6	職工	[ショッコウ]
6	再会	[サイカイ]
6	際会	[サイカイ]
6	総会	[ソウカイ]
6	故里	[コリ,ふるさと]
6	祖母	[ソボ]
6	保母	[ホボ]
6	解読	[カイドク]
6	句読	[クトウ]
6	講読	[コウドク]
6	判読	[ハンドク]
6	益鳥	[エキチョウ]
6	留鳥	[リュウチョウ]
6	逆算	[ギャクサン]
6	検算	[ケンザン]
6	採算	[サイサン]
6	精算	[セイサン]
6	航海	[コウカイ]
6	絶海	[ゼッカイ]
6	領海	[リョウカイ]
6	経理	[ケイリ]
6	修理	[シュウリ]
6	総理	[ソウリ]
6	快方	[カイホウ]
6	境内	[ケイダイ]
6	構内	[コウナイ]
6	造船	[ゾウセン]
6	停船	[テイセン]
6	史書	[シショ]
6	証書	[ショウショ]
6	禁止	[キンシ]
6	制止	[セイシ]
6	停止	[テイシ]
6	防止	[ボウシ]
6	講話	[コウワ]
6	情話	[ジョウワ]
6	率直	[ソッチョク]
6	幹線	[カンセン]
6	経線	[ケイセン]
6	混線	[コンセン]
6	支線	[シセン]
6	複線	[フクセン]
6	減少	[ゲンショウ]
6	旧交	[キュウコウ]
6	混交	[コンコウ]
6	絶交	[ゼッコウ]
6	団交	[ダンコウ]
6	旧教	[キュウキョウ]
6	政教	[セイキョウ]
6	布教	[フキョウ]
6	仏教	[ブッキョウ]
6	在外	[ザイガイ]
6	経由	[ケイユ]
6	解氷	[カイヒョウ]
6	採炭	[サイタン]
6	貯炭	[チョタン]
6	採拾	[サイシュウ]
6	険悪	[ケンアク]
6	精油	[セイユ]
6	製油	[セイユ]
6	師表	[シヒョウ]
6	墓表	[ボヒョウ]
6	測深	[ソクシン]
6	圧死	[アッシ]
6	仮死	[カシ]
6	検死	[ケンシ]
6	情死	[ジョウシ]
6	職階	[ショッカイ]
6	久安	[キュウアン]
6	保有	[ホユウ]
6	均等	[キントウ]
6	講談	[コウダン]
6	雑談	[ザツダン]
6	示談	[ジダン]
6	破談	[ハダン]
6	余談	[ヨダン]
6	寄進	[キシン]
6	精進	[ショウジン]
6	増進	[ゾウシン]
6	因習	[インシュウ]
6	演習	[エンシュウ]
6	慣習	[カンシュウ]
6	旧習	[キュウシュウ]
6	講習	[コウシュウ]
6	復習	[フクシュウ]
6	貧苦	[ヒンク]
6	貧寒	[ヒンカン]
6	防寒	[ボウカン]
6	余寒	[ヨカン]
6	歴遊	[レキユウ]
6	仮病	[ケビョウ]
6	制動	[セイドウ]
6	能動	[ノウドウ]
6	暴動	[ボウドウ]
6	接着	[セッチャク]
6	救世	[キュウセイ]
6	現世	[ゲンセイ,ゲンセ]
6	在世	[ザイセイ]
6	絶世	[ゼッセイ]
6	句集	[クシュウ]
6	採集	[サイシュウ]
6	編集	[ヘンシュウ]
6	仏具	[ブツグ]
6	防具	[ボウグ]
6	快感	[カイカン]
6	雑感	[ザッカン]
6	情感	[ジョウカン]
6	現品	[ゲンピン]
6	製品	[セイヒン]
6	絶品	[ゼッピン]
6	備品	[ビヒン]
6	評注	[ヒョウチュウ]
6	均整	[キンセイ]
6	修整	[シュウセイ]
6	移住	[イジュウ]
6	永住	[エイジュウ]
6	居住	[キョジュウ]
6	現住	[ゲンジュウ]
6	在住	[ザイジュウ]
6	常住	[ジョウジュウ]
6	暴君	[ボウクン]
6	暴漢	[ボウカン]
6	綿羊	[メンヨウ]
6	貧農	[ヒンノウ]
6	支柱	[シチュウ]
6	往昔	[オウセキ,オウジャク]
6	比重	[ヒジュウ]
6	義歯	[ギシ]
6	旧館	[キュウカン]
6	故意	[コイ]
6	賛意	[サンイ]
6	謝意	[シャイ]
6	留意	[リュウイ]
6	幹部	[カンブ]
6	支部	[シブ]
6	余波	[ヨハ]
6	保全	[ホゼン]
6	寄宿	[キシュク]
6	河岸	[カガン,かし]
6	護岸	[ゴガン]
6	枝葉	[シヨウ]
6	複葉	[フクヨウ]
6	制服	[セイフク]
6	減配	[ゲンパイ]
6	支配	[シハイ]
6	増配	[ゾウハイ]
6	在所	[ザイショ]
6	適所	[テキショ]
6	編次	[ヘンジ]
6	混血	[コンケツ]
6	採血	[サイケツ]
6	貧血	[ヒンケツ]
6	輸血	[ユケツ]
6	興起	[コウキ]
6	再起	[サイキ]
6	提起	[テイキ]
6	職員	[ショクイン]
6	快調	[カイチョウ]
6	格調	[カクチョウ]
6	基調	[キチョウ]
6	復調	[フクチョウ]
6	移送	[イソウ]
6	護送	[ゴソウ]
6	輸送	[ユソウ]
6	幹事	[カンジ]
6	検事	[ケンジ]
6	故事	[コジ]
6	雑事	[ザツジ]
6	師事	[シジ]
6	情事	[ジョウジ]
6	判事	[ハンジ]
6	領事	[リョウジ]
6	解決	[カイケツ]
6	可決	[カケツ]
6	採決	[サイケツ]
6	判決	[ハンケツ]
6	評決	[ヒョウケツ]
6	任期	[ニンキ]
6	禁物	[キンモツ]
6	毒物	[ドクブツ]
6	構想	[コウソウ]
6	夢想	[ムソウ]
6	救助	[キュウジョ]
6	賛助	[サンジョ]
6	護持	[ゴジ]
6	支持	[シジ]
6	保持	[ホジ]
6	常客	[ジョウキャク]
6	暴飲	[ボウイン]
6	暴落	[ボウラク]
6	確定	[カクテイ]
6	仮定	[カテイ]
6	規定	[キテイ]
6	検定	[ケンテイ]
6	限定	[ゲンテイ]
6	査定	[サテイ]
6	制定	[セイテイ]
6	設定	[セッテイ]
6	断定	[ダンテイ]
6	判定	[ハンテイ]
6	評定	[ヒョウテイ,ヒョウジョウ]
6	格式	[カクシキ]
6	仏式	[ブッシキ]
6	略式	[リャクシキ]
6	講究	[コウキュウ]
6	非運	[ヒウン]
6	武運	[ブウン]
6	逆流	[ギャクリュウ]
6	支流	[シリュウ]
6	往返	[オウヘン]
6	復返	[フクヘン]
6	再発	[サイハツ]
6	増発	[ゾウハツ]
6	暴発	[ボウハツ]
6	築庭	[チクテイ]
6	快速	[カイソク]
6	減速	[ゲンソク]
6	解消	[カイショウ]
6	費消	[ヒショウ]
6	確実	[カクジツ]
6	現実	[ゲンジツ]
6	故実	[コジツ]
6	史実	[シジツ]
6	情実	[ジョウジツ]
6	在庫	[ザイコ]
6	応急	[オウキュウ]
6	救急	[キュウキュウ]
6	性急	[セイキュウ]
6	独泳	[ドクエイ]
6	逆旅	[ゲキリョ]
6	師旅	[シリョ]
6	造反	[ゾウハン]
6	士族	[シゾク]
6	接写	[セッシャ]
6	複写	[フクシャ]
6	解放	[カイホウ]
6	製鉄	[セイテツ]
6	序章	[ジョショウ]
6	易者	[エキシャ]
6	編者	[ヘンジャ]
6	武者	[ムシャ]
6	志向	[シコウ]
6	迷宮	[メイキュウ]
6	常緑	[ジョウリョク]
6	興味	[キョウミ]
6	酸味	[サンミ]
6	賞味	[ショウミ]
6	銅板	[ドウバン]
6	移転	[イテン]
6	逆転	[ギャクテン]
6	常勝	[ジョウショウ]
6	絶勝	[ゼッショウ]
6	領主	[リョウシュ]
6	眼球	[ガンキュウ]
6	謝礼	[シャレイ]
6	非礼	[ヒレイ]
6	救命	[キュウメイ]
6	絶命	[ゼツメイ]
6	任命	[ニンメイ]
6	余命	[ヨメイ]
6	旧都	[キュウト]
6	応対	[オウタイ]
6	絶対	[ゼッタイ]
6	史乗	[シジョウ]
6	保守	[ホシュ]
6	留守	[ルス]
6	寄港	[キコウ]
6	築港	[チクコウ]
6	過去	[カコ]
6	破屋	[ハオク]
6	序列	[ジョレツ]
6	額面	[ガクメン]
6	断面	[ダンメン]
6	能面	[ノウメン]
6	過度	[カド]
6	経度	[ケイド]
6	限度	[ゲンド]
6	制度	[セイド]
6	精度	[セイド]
6	態度	[タイド]
6	程度	[テイド]
6	適度	[テキド]
6	得度	[トクド]
6	招待	[ショウタイ]
6	接待	[セッタイ]
6	移植	[イショク]
6	採取	[サイシュ]
6	検温	[ケンオン]
6	常温	[ジョウオン]
6	適温	[テキオン]
6	保温	[ホオン]
6	修練	[シュウレン]
6	精練	[セイレン]
6	検問	[ケンモン]
6	質問	[シツモン]
6	賛美	[サンビ]
6	賞美	[ショウビ]
6	暴投	[ボウトウ]
6	永代	[エイダイ]
6	現代	[ゲンダイ]
6	総代	[ソウダイ]
6	歴代	[レキダイ]
6	禁酒	[キンシュ]
6	造酒	[ゾウシュ]
6	性根	[ショウコン,ショウね]
6	精根	[セイコン]
6	因業	[インゴウ]
6	営業	[エイギョウ]
6	罪業	[ザイゴウ]
6	修業	[シュウギョウ,シュギョウ]
6	職業	[ショクギョウ]
6	非業	[ヒゴウ]
6	往路	[オウロ]
6	経路	[ケイロ]
6	航路	[コウロ]
6	復路	[フクロ]
6	迷路	[メイロ]
6	夢路	[ゆめじ]
6	現役	[ゲンエキ]
6	雑役	[ザツエキ]
6	適役	[テキヤク]
6	酸鼻	[サンビ]
6	護身	[ゴシン]
6	修身	[シュウシン]
6	独身	[ドクシン]
6	保身	[ホシン]
6	授受	[ジュジュ]
6	序曲	[ジョキョク]
6	編曲	[ヘンキョク]
6	在荷	[ザイカ]
6	講和	[コウワ]
6	毒薬	[ドクヤク]
6	絶筆	[ゼッピツ]
6	能筆	[ノウヒツ]
6	絶島	[ゼットウ]
6	演題	[エンダイ]
6	精神	[セイシン]
6	支局	[シキョク]
6	政局	[セイキョク]
6	眼界	[ガンカイ]
6	境界	[キョウカイ]
6	限界	[ゲンカイ]
6	財界	[ザイカイ]
6	政界	[セイカイ]
6	移民	[イミン]
6	士民	[シミン]
6	貧民	[ヒンミン]
6	得票	[トクヒョウ]
6	経典	[ケイテン]
6	仏典	[ブッテン]
6	雑然	[ザツゼン]
6	断然	[ダンゼン]
6	判然	[ハンゼン]
6	絶唱	[ゼッショウ]
6	提唱	[テイショウ]
6	独唱	[ドクショウ]
6	復唱	[フクショウ]
6	減産	[ゲンサン]
6	財産	[ザイサン]
6	資産	[シサン]
6	増産	[ゾウサン]
6	破産	[ハサン]
6	保健	[ホケン]
6	情愛	[ジョウアイ]
6	絶無	[ゼツム]
6	墓標	[ボヒョウ]
6	評伝	[ヒョウデン]
6	政争	[セイセウ]
6	燃焼	[ネンショウ]
6	解散	[カイサン]
6	経験	[ケイケン]
6	効験	[コウケン,コウゲン]
6	修験	[シュゲン]
6	減給	[ゲンキュウ]
6	支給	[シキュウ]
6	災害	[サイガイ]
6	殺害	[サツガイ]
6	損害	[ソンガイ]
6	断案	[ダンアン]
6	提案	[テイアン]
6	解約	[カイヤク]
6	確約	[カクヤク]
6	規約	[キヤク]
6	旧約	[キュウヤク]
6	条約	[ジョウヤク]
6	制約	[セイヤク]
6	暴徒	[ボウト]
6	営倉	[エイソウ]
6	確固	[カッコ]
6	禁固	[キンコ]
6	断固	[ダンコ]
6	快挙	[カイキョ]
6	検挙	[ケンキョ]
6	再挙	[サイキョ]
6	暴挙	[ボウキョ]
6	義勇	[ギユウ]
6	武勇	[ブユウ]
6	鉱夫	[コウフ]
6	営巣	[エイソウ]
6	精巣	[セイソウ]
6	築城	[チクジョウ]
6	武功	[ブコウ]
6	禁漁	[キンリョウ]
6	豊漁	[ホウリョウ]
6	紀要	[キヨウ]
6	寄付	[キフ]
6	提灯	[チョウチン]
6	仏灯	[ブットウ]
6	検束	[ケンソク]
6	準縄	[ジュンジョウ]
6	絶好	[ゼッコウ]
6	防共	[ボウキョウ]
6	容共	[ヨウキョウ]
6	統覚	[トウカク]
6	修養	[シュウヨウ]
6	素養	[ソヨウ]
6	保養	[ホヨウ]
6	政府	[セイフ]
6	独特	[ドクトク]
6	永続	[エイゾク]
6	接続	[セツゾク]
6	断続	[ダンゾク]
6	確信	[カクシン]
6	過信	[カシン]
6	混信	[コンシン]
6	迷信	[メイシン]
6	居候	[いそうろう]
6	測候	[ソッコウ]
6	眼鏡	[ガンキョウ,めがね]
6	銅鏡	[ドウキョウ]
6	破鏡	[ハキョウ]
6	修完	[シュウカン]
6	検印	[ケンイン]
6	営利	[エイリ]
6	舎利	[シャリ]
6	複利	[フクリ]
6	暴利	[ボウリ]
6	貧富	[ヒンプ]
6	豊富	[ホウフ]
6	修徳	[シュウトク]
6	報徳	[ホウトク]
6	政治	[セイジ]
6	統治	[トウチ]
6	技官	[ギカン]
6	士官	[シカン]
6	任官	[ニンカン]
6	判官	[ハンガン,ホウガン]
6	構成	[コウセイ]
6	混成	[コンセイ]
6	賛成	[サンセイ]
6	編成	[ヘンセイ]
6	保管	[ホカン]
6	衛兵	[エイヘイ]
6	雑兵	[ゾウヒョウ]
6	眼帯	[ガンタイ]
6	妻帯	[サイタイ]
6	告辞	[コクジ]
6	賛辞	[サンジ]
