級	熟語	読み
5	劇作	[ゲキサク]
5	創作	[ソウサク]
5	著作	[チョサク]
5	幼魚	[ヨウギョ]
5	盛会	[セイカイ]
5	納会	[ノウカイ]
5	密会	[ミッカイ]
5	郷里	[キョウリ]
5	異母	[イボ]
5	聖母	[セイボ]
5	乳母	[ニュウボ,うば,めのと]
5	誤読	[ゴドク]
5	熟読	[ジュクドク]
5	乱読	[ランドク]
5	朗読	[ロウドク]
5	降雪	[コウセツ]
5	除雪	[ジョセツ]
5	晩春	[バンシュン]
5	暮春	[ボシュン]
5	誤算	[ゴサン]
5	貴公	[キコウ]
5	尊公	[ソンコウ]
5	沿海	[エンカイ]
5	樹海	[ジュカイ]
5	臨海	[リンカイ]
5	処理	[ショリ]
5	推理	[スイリ]
5	論理	[ロンリ]
5	裏方	[うらかた]
5	片方	[かたホウ]
5	処方	[ショホウ]
5	宇内	[ウダイ]
5	翌朝	[ヨクチョウ]
5	遺書	[イショ]
5	聖書	[セイショ]
5	蔵書	[ゾウショ]
5	著書	[チョショ]
5	秘書	[ヒショ]
5	密書	[ミッショ]
5	補強	[ホキョウ]
5	秘話	[ヒワ]
5	垂直	[スイチョク]
5	沿線	[エンセン]
5	視線	[シセン]
5	若少	[ジャクショウ]
5	幼少	[ヨウショウ]
5	異教	[イキョウ]
5	宗教	[シュウキョウ]
5	宣教	[センキョウ]
5	除外	[ジョガイ]
5	論外	[ロンガイ]
5	樹氷	[ジュヒョウ]
5	銭湯	[セントウ]
5	純真	[ジュンシン]
5	収拾	[シュウシュウ]
5	純銀	[ジュンギン]
5	賃銀	[チンギン]
5	展開	[テンカイ]
5	操短	[ソウタン]
5	臨終	[リンジュウ]
5	脳死	[ノウシ]
5	段階	[ダンカイ]
5	私有	[シユウ]
5	寸秒	[スンビョウ]
5	優等	[ユウトウ]
5	座談	[ザダン]
5	密談	[ミツダン]
5	推進	[スイシン]
5	補習	[ホシュウ]
5	密使	[ミッシ]
5	刻苦	[コック]
5	困苦	[コンク]
5	厳寒	[ゲンカン]
5	看病	[カンビョウ]
5	異動	[イドウ]
5	激動	[ゲキドウ]
5	延着	[エンチャク]
5	密着	[ミッチャク]
5	処世	[ショセイ]
5	創世	[ソウセイ]
5	乱世	[ランセ]
5	収集	[シュウシュウ]
5	密集	[ミッシュウ]
5	創始	[ソウシ]
5	敬具	[ケイグ]
5	装具	[ソウグ]
5	私感	[シカン]
5	痛感	[ツウカン]
5	遺品	[イヒン]
5	納品	[ノウヒン]
5	訳注	[ヤクチュウ]
5	補整	[ホセイ]
5	諸君	[ショクン]
5	忠君	[チュウクン]
5	幼君	[ヨウクン]
5	亡羊	[ボウヨウ]
5	貴重	[キチョウ]
5	厳重	[ゲンジュウ]
5	尊重	[ソンチョウ]
5	乳歯	[ニュウシ]
5	我意	[ガイ]
5	敬意	[ケイイ]
5	誠意	[セイイ]
5	善意	[ゼンイ]
5	装丁	[ソウテイ]
5	乱丁	[ランチョウ]
5	律詩	[リッシ]
5	沿岸	[エンガン]
5	紅葉	[コウヨウ]
5	肺葉	[ハイヨウ]
5	敬服	[ケイフク]
5	私服	[シフク]
5	承服	[ショウフク]
5	宅配	[タクハイ]
5	骨相	[コッソウ]
5	難所	[ナンショ]
5	吸血	[キュウケツ]
5	純血	[ジュンケツ]
5	奮起	[フンキ]
5	至福	[シフク]
5	層倍	[ソウバイ]
5	郵送	[ユウソウ]
5	私事	[シジ]
5	従事	[ジュウジ]
5	裁決	[サイケツ]
5	否決	[ヒケツ]
5	延期	[エンキ]
5	異様	[イヨウ]
5	模様	[モヨウ]
5	異物	[イブツ]
5	遺物	[イブツ]
5	供物	[クモツ]
5	私物	[シブツ]
5	宝物	[ホウモツ]
5	補助	[ホジョ]
5	論客	[ロンカク,ロンキャク]
5	吸飲	[キュウイン]
5	痛飲	[ツウイン]
5	段落	[ダンラク]
5	裁定	[サイテイ]
5	推定	[スイテイ]
5	認定	[ニンテイ]
5	否定	[ヒテイ]
5	探究	[タンキュウ]
5	討究	[トウキュウ]
5	論究	[ロンキュウ]
5	聖運	[セイウン]
5	我流	[ガリュウ]
5	激流	[ゲキリュウ]
5	源流	[ゲンリュウ]
5	暖流	[ダンリュウ]
5	潮流	[チョウリュウ]
5	延発	[エンパツ]
5	揮発	[キハツ]
5	蒸発	[ジョウハツ]
5	奮発	[フンパツ]
5	乱発	[ランパツ]
5	誠実	[セイジツ]
5	忠実	[チュウジツ]
5	宝庫	[ホウコ]
5	危急	[キキュウ]
5	至急	[シキュウ]
5	背泳	[ハイエイ]
5	勤勉	[キンベン]
5	策勉	[サクベン]
5	背反	[ハイハン]
5	警笛	[ケイテキ]
5	遺族	[イゾク]
5	貴族	[キゾク]
5	皇族	[コウゾク]
5	映写	[エイシャ]
5	縮写	[シュクシャ]
5	模写	[モシャ]
5	鋼鉄	[コウテツ]
5	砂鉄	[サテツ]
5	寸鉄	[スンテツ]
5	憲章	[ケンショウ]
5	著者	[チョシャ]
5	亡者	[モウジャ]
5	訳者	[ヤクシャ]
5	皇宮	[コウグウ]
5	看板	[カンバン]
5	降板	[コウバン]
5	退転	[タイテン]
5	痛打	[ツウダ]
5	乱打	[ランダ]
5	探勝	[タンショウ]
5	優勝	[ユウショウ]
5	盟主	[メイシュ]
5	臨幸	[リンコウ]
5	縦横	[ジュウオウ]
5	専横	[センオウ]
5	敬礼	[ケイレイ]
5	洗礼	[センレイ]
5	拝礼	[ハイレイ]
5	延命	[エンメイ]
5	革命	[カクメイ]
5	厳命	[ゲンメイ]
5	存命	[ゾンメイ]
5	拝命	[ハイメイ]
5	亡命	[ボウメイ]
5	樹皮	[ジュヒ]
5	敵対	[テキタイ]
5	看守	[カンシュ]
5	厳守	[ゲンシュ]
5	除去	[ジョキョ]
5	退去	[タイキョ]
5	系列	[ケイレツ]
5	並列	[ヘイレツ]
5	誌面	[シメン]
5	洗面	[センメン]
5	背面	[ハイメン]
5	裏面	[リメン]
5	済度	[サイド]
5	尺度	[シャクド]
5	純度	[ジュンド]
5	密度	[ミツド]
5	優待	[ユウタイ]
5	誤植	[ゴショク]
5	看取	[カンシュ]
5	熟練	[ジュクレン]
5	洗練	[センレン]
5	疑問	[ギモン]
5	難問	[ナンモン]
5	訪問	[ホウモン]
5	優美	[ユウビ]
5	舌代	[ゼツダイ]
5	舌根	[ゼッコン]
5	就業	[シュウギョウ]
5	従業	[ジュウギョウ]
5	専業	[センギョウ]
5	創業	[ソウギョウ]
5	操業	[ソウギョウ]
5	純化	[ジュンカ]
5	退化	[タイカ]
5	沿路	[エンロ]
5	退路	[タイロ]
5	退役	[タイエキ]
5	納豆	[ナットウ]
5	骨身	[ほねみ]
5	収受	[シュウジュ]
5	納受	[ノウジュ]
5	拝受	[ハイジュ]
5	劇薬	[ゲキヤク]
5	座薬	[ザヤク]
5	秘薬	[ヒヤク]
5	遺筆	[イヒツ]
5	補筆	[ホヒツ]
5	乱筆	[ランピツ]
5	諸島	[ショトウ]
5	探題	[タンダイ]
5	難題	[ナンダイ]
5	論題	[ロンダイ]
5	砂州	[サス]
5	灰皿	[はいざら]
5	難局	[ナンキョク]
5	視界	[シカイ]
5	済民	[サイミン]
5	難民	[ナンミン]
5	恩典	[オンテン]
5	聖典	[セイテン]
5	厳然	[ゲンゼン]
5	純然	[ジュンゼン]
5	朗唱	[ロウショウ]
5	遺産	[イサン]
5	私産	[シサン]
5	難産	[ナンザン]
5	恩愛	[オンナイ]
5	割愛	[カツアイ]
5	敬愛	[ケイアイ]
5	純愛	[ジュンアイ]
5	座標	[ザヒョウ]
5	遺伝	[イデン]
5	宣伝	[センデン]
5	秘伝	[ヒデン]
5	論争	[ロンソウ]
5	延焼	[エンショウ]
5	拡散	[カクサン]
5	退散	[タイサン]
5	恩給	[オンキュウ]
5	供給	[キョウキュウ]
5	干害	[カンガイ]
5	危害	[キガイ]
5	傷害	[ショウガイ]
5	障害	[ショウガイ]
5	創案	[ソウアン]
5	腹案	[フクアン]
5	密約	[ミツヤク]
5	盟約	[メイヤク]
5	穀倉	[コクソウ]
5	推挙	[スイキョ]
5	枚挙	[マイキョ]
5	忠勇	[チュウユウ]
5	卵巣	[ランソウ]
5	干城	[カンジョウ]
5	諸氏	[ショシ]
5	奏功	[ソウコウ]
5	密漁	[ミツリョウ]
5	納付	[ノウフ]
5	収束	[シュウソク]
5	装束	[ショウゾク]
5	視覚	[シカク]
5	供養	[クヨウ]
5	孝養	[コウヨウ]
5	幕府	[バクフ]
5	忠臣	[チュウシン]
5	郷試	[キョウシ]
5	模試	[モシ]
5	干潟	[ひがた]
5	勤続	[キンゾク]
5	存続	[ソンゾク]
5	私信	[シシン]
5	背信	[ハイシン]
5	遺児	[イジ]
5	乳児	[ニュウジ]
5	幼児	[ヨウジ]
5	宝鏡	[ホウキョウ]
5	補完	[ホカン]
5	権利	[ケンリ]
5	純利	[ジュンリ]
5	遺徳	[イトク]
5	恩徳	[オントク]
5	仁徳	[ジントク]
5	聖徳	[セイトク]
5	背徳	[ハイトク]
5	従卒	[ジュウソツ]
5	退治	[タイジ]
5	警官	[ケイカン]
5	熟成	[ジュクセイ]
5	晩成	[バンセイ]
5	補佐	[ホサ]
5	磁極	[ジキョク]
5	至極	[シゴク]
5	鋼管	[コウカン]
5	尊栄	[ソンエイ]
5	純良	[ジュンリョウ]
5	善良	[ゼンリョウ]
5	優良	[ユウリョウ]
5	将兵	[ショウヘイ]
5	暖帯	[ダンタイ]
5	誤差	[ゴサ]
5	郷関	[キョウカン]
5	難関	[ナンカン]
5	染料	[センリョウ]
5	縦隊	[ジュウタイ]
5	除隊	[ジョタイ]
5	遺訓	[イクン]
5	垂訓	[スイクン]
5	異観	[イカン]
5	拝観	[ハイカン]
5	裁量	[サイリョウ]
5	推量	[スイリョウ]
5	窓辺	[ソウヘン,まどべ]
5	熟達	[ジュクタツ]
5	遺失	[イシツ]
5	亡失	[ボウシツ]
5	忘失	[ボウシツ]
5	将軍	[ショウグン]
5	敵軍	[テキグン]
5	異変	[イヘン]
5	激変	[ゲキヘン]
5	疑念	[ギネン]
5	専念	[センネン]
5	簡単	[カンタン]
5	座席	[ザセキ]
5	退席	[タイセキ]
5	臨席	[リンセキ]
5	恩借	[オンシャク]
5	寸借	[スンシャク]
5	賃借	[チンシャク]
5	拝借	[ハイシャク]
5	供億	[キョウオク]
5	簡便	[カンベン]
5	郵便	[ユウビン]
5	処置	[ショチ]
5	装置	[ソウチ]
5	異種	[イシュ]
5	律令	[リツリョウ]
5	紅梅	[コウバイ]
5	骨折	[コッセツ]
5	憲法	[ケンポウ]
5	寸法	[スンポウ]
5	論法	[ロンポウ]
5	幼沖	[ヨウチュウ]
5	忠節	[チュウセツ]
5	背景	[ハイケイ]
5	異例	[イレイ]
5	衆望	[シュウボウ]
5	展望	[テンボウ]
5	欲望	[ヨクボウ]
5	異説	[イセツ]
5	論説	[ロンセツ,,,遊説,ユウゼイ]
5	敬順	[ケイジュン]
5	従順	[ジュウジュン]
5	忠順	[チュウジュン]
5	簡札	[カンサツ]
5	磁器	[ジキ]
5	臓器	[ゾウキ]
5	宝器	[ホウキ]
5	縮刷	[シュクサツ]
5	補欠	[ホケツ]
5	危機	[キキ]
5	臨機	[リンキ]
5	幼芽	[ヨウガ]
5	敬老	[ケイロウ]
5	巻末	[カンマツ]
5	幕末	[バクマツ]
5	胸底	[キョウテイ,むなそこ]
5	激戦	[ゲキセン]
5	舌戦	[ゼッセン]
5	宣戦	[センセン]
5	善戦	[ゼンセン]
5	乱戦	[ランセン]
5	論戦	[ロンセン]
5	若松	[わかまつ]
5	警察	[ケイサツ]
5	視察	[シサツ]
5	推察	[スイサツ]
5	拝察	[ハイサツ]
5	異議	[イギ]
5	閣議	[カクギ]
5	衆議	[シュウギ]
5	討議	[トウギ]
5	密議	[ミツギ]
5	論議	[ロンギ]
5	拝賀	[ハイガ]
5	勤労	[キンロウ]
5	就労	[シュウロウ]
5	干満	[カンマン]
5	劇的	[ゲキテキ]
5	私的	[シテキ]
5	射的	[シャテキ]
5	厳選	[ゲンセン]
5	降参	[コウサン]
5	推参	[スイサン]
5	創建	[ソウケン]
5	探求	[タンキュウ]
5	欲求	[ヨッキュウ]
5	収録	[シュウロク]
5	秘録	[ヒロク]
5	乱暴	[ランボウ]
5	私設	[シセツ]
5	創設	[ソウセツ]
5	策士	[サクシ]
5	就航	[シュウコウ]
5	密航	[ミッコウ]
5	裁許	[サイキョ]
5	認許	[ニンキョ]
5	誤解	[ゴカイ]
5	難解	[ナンカイ]
5	乱脈	[ランミャク]
5	私費	[シヒ]
5	乱費	[ランピ]
5	干支	[カンシ,えと]
5	収支	[シュウシ]
5	異境	[イキョウ]
5	秘境	[ヒキョウ]
5	厳格	[ゲンカク]
5	骨格	[コッカク]
5	胸囲	[キョウイ]
5	障囲	[ショウイ]
5	勤務	[キンム]
5	警備	[ケイビ]
5	装備	[ソウビ]
5	射程	[シャテイ]
5	皇祖	[コウソ]
5	推移	[スイイ]
5	異夢	[イム]
5	寸評	[スンピョウ]
5	批評	[ヒヒョウ]
5	論評	[ロンピョウ]
5	簡素	[カンソ]
5	恩賞	[オンショウ]
5	激賞	[ゲキショウ]
5	寸志	[スンシ]
5	座興	[ザキョウ]
5	厳禁	[ゲンキン]
5	善因	[ゼンイン]
5	系統	[ケイトウ]
5	補講	[ホコウ]
5	論講	[ロンコウ]
5	警句	[ケイク]
5	俳句	[ハイク]
5	創刊	[ソウカン]
5	絹布	[ケンプ]
5	創造	[ソウゾウ]
5	密造	[ミツゾウ]
5	模造	[モゾウ]
5	乱造	[ランゾウ]
5	異状	[イジョウ]
5	恩師	[オンシ]
5	警告	[ケイコク]
5	宣告	[センコク]
5	忠告	[チュウコク]
5	密告	[ミッコク]
5	模型	[モケイ]
5	骨幹	[コッカン]
5	密輸	[ミツユ]
5	映像	[エイゾウ]
5	胸像	[キョウゾウ]
5	座像	[ザゾウ]
5	異常	[イジョウ]
5	看経	[カンキン]
5	納経	[ノウキョウ]
5	警衛	[ケイエイ]
5	補導	[ホドウ]
5	激増	[ゲキゾウ]
5	私情	[シジョウ]
5	純情	[ジュンジョウ]
5	敵情	[テキジョウ]
5	欲情	[ヨクジョウ]
5	探査	[タンサ]
5	簡潔	[カンケツ]
5	純潔	[ジュンケツ]
5	洗眼	[センガン]
5	簡易	[カンイ]
5	難易	[ナンイ]
5	収容	[シュウヨウ]
5	従容	[ショウヨウ]
5	収得	[シュウトク]
5	納得	[ナットク]
5	補則	[ホソク]
5	染織	[センショク]
5	展示	[テンジ]
5	皇紀	[コウキ]
5	収益	[シュウエキ]
5	簡略	[カンリャク]
5	策略	[サクリャク]
5	劇毒	[ゲキドク]
5	推測	[スイソク]
5	就職	[シュウショク]
5	聖職	[セイショク]
5	退職	[タイショク]
5	疑似	[ギジ]
5	危険	[キケン]
5	胃液	[イエキ]
5	樹液	[ジュエキ]
5	遺留	[イリュウ]
5	従属	[ジュウゾク]
5	専属	[センゾク]
5	尊属	[ソンゾク]
5	専制	[センセイ]
5	認識	[ニンシキ]
5	亡妻	[ボウサイ]
5	探検	[タンケン]
5	臨検	[リンケン]
5	拝領	[ハイリョウ]
5	就任	[シュウニン]
5	専任	[センニン]
5	退任	[タイニン]
5	担任	[タンニン]
5	背任	[ハイニン]
5	異性	[イセイ]
5	磁性	[ジセイ]
5	敵性	[テキセイ]
5	異質	[イシツ]
5	権限	[ケンゲン]
5	刻限	[コクゲン]
5	供応	[キョウオウ]
5	呼応	[コオウ]
5	憲政	[ケンセイ]
5	専政	[センセイ]
5	郵政	[ユウセイ]
5	庁舎	[チョウシャ]
5	権現	[ゴンゲン]
5	恩貸	[オンタイ]
5	賃貸	[チンタイ]
5	権勢	[ケンセイ]
5	姿勢	[シセイ]
5	樹勢	[ジュセイ]
5	優勢	[ユウセイ]
5	存在	[ソンザイ]
5	縮減	[シュクゲン]
5	秘技	[ヒギ]
5	担保	[タンポ]
5	看破	[カンパ]
5	難破	[ナンパ]
5	論破	[ロンパ]
5	姿態	[シタイ]
5	私財	[シザイ]
5	異義	[イギ]
5	恩義	[オンギ]
5	疑義	[ギギ]
5	仁義	[ジンギ]
5	忠義	[チュウギ]
5	裁可	[サイカ]
5	認可	[ニンカ]
5	展墓	[テンボ]
5	劇団	[ゲキダン]
5	私製	[シセイ]
5	創製	[ソウセイ]
5	並製	[なみセイ]
5	補修	[ホシュウ]
5	警報	[ケイホウ]
5	裁判	[サイバン]
5	批判	[ヒハン]
5	論判	[ロンパン]
5	裁断	[サイダン]
5	縦断	[ジュウダン]
5	処断	[ショダン]
5	寸断	[スンダン]
5	納税	[ノウゼイ]
5	供述	[キョウジュツ]
5	著述	[チョジュツ]
5	論述	[ロンジュツ]
5	射殺	[シャサツ]
5	看護	[カンゴ]
5	警護	[ケイゴ]
5	株価	[かぶカ]
5	仁術	[ジンジュツ]
5	秘術	[ヒジュツ]
5	乱雑	[ランザツ]
5	警防	[ケイボウ]
5	視準	[シジュン]
5	仁厚	[ジンコウ]
5	看過	[カンカ]
5	拡張	[カクチョウ]
5	密接	[ミッセツ]
5	舌耕	[ゼッコウ]
5	穴居	[ケッキョ]
5	皇居	[コウキョ]
5	痛快	[ツウカイ]
5	長幼	[チョウヨウ]
5	童幼	[ドウヨウ]
5	老幼	[ロウヨウ]
5	果糖	[カトウ]
5	血糖	[ケットウ]
5	黒糖	[コクトウ]
5	砂糖	[サトウ]
5	精糖	[セイトウ]
5	製糖	[セイトウ]
5	乳糖	[ニュウトウ]
5	火宅	[カタク]
5	家宅	[カタク]
5	帰宅	[キタク]
5	在宅	[ザイタク]
5	自宅	[ジタク]
5	社宅	[シャタク]
5	住宅	[ジュウタク]
5	別宅	[ベッタク]
5	本宅	[ホンタク]
5	来宅	[ライタク]
5	至誠	[シセイ]
5	真誠	[シンセイ]
5	忠誠	[チュウセイ]
5	操縦	[ソウジュウ]
5	放縦	[ホウジュウ,ホウショウ]
5	画策	[カクサク]
5	散策	[サンサク]
5	失策	[シッサク]
5	対策	[タイサク]
5	得策	[トクサク]
5	秘策	[ヒサク]
5	方策	[ホウサク]
5	無策	[ムサク]
5	家憲	[カケン]
5	官憲	[カンケン]
5	合憲	[ゴウケン]
5	護憲	[ゴケン]
5	国憲	[コッケン]
5	大憲	[タイケン]
5	立憲	[リッケン]
5	安危	[アンキ]
5	心胃	[シンイ]
5	洗胃	[センイ]
5	腸胃	[チョウイ]
5	愛欲	[アイヨク]
5	意欲	[イヨク]
5	禁欲	[キンヨク]
5	強欲	[ゴウヨク]
5	色欲	[シキヨク]
5	情欲	[ジョウヨク]
5	私欲	[シヨク]
5	食欲	[ショクヨク]
5	性欲	[セイヨク]
5	肉欲	[ニクヨク]
5	物欲	[ブツヨク]
5	無欲	[ムヨク]
5	利欲	[リヨク]
5	加担	[カタン]
5	荷担	[カタン]
5	負担	[フタン]
5	分担	[ブンタン]
5	口舌	[コウゼツ,クゼツ]
5	長舌	[チョウゼツ]
5	毒舌	[ドクゼツ]
5	筆舌	[ヒツゼツ]
5	弁舌	[ベンゼツ]
5	圧縮	[アッシュク]
5	軍縮	[グンシュク]
5	減縮	[ゲンシュク]
5	収縮	[シュウシュク]
5	短縮	[タンシュク]
5	防縮	[ボウシュク]
5	合冊	[ガッサツ]
5	小冊	[ショウサツ]
5	短冊	[タンザク]
5	分冊	[ブンサツ]
5	起源	[キゲン]
5	光源	[コウゲン]
5	語源	[ゴゲン]
5	根源	[コンゲン]
5	財源	[ザイゲン]
5	資源	[シゲン]
5	水源	[スイゲン]
5	電源	[デンゲン]
5	本源	[ホンゲン]
5	書机	[ショキ]
5	文机	[ふづくえ]
5	災異	[サイイ]
5	神異	[シンイ]
5	特異	[トクイ]
5	別異	[ベツイ]
5	変異	[ヘンイ]
5	開閉	[カイヘイ]
5	密閉	[ミッペイ]
5	一難	[イチナン]
5	海難	[カイナン]
5	危難	[キナン]
5	救難	[キュウナン]
5	苦難	[クナン]
5	国難	[コクナン]
5	困難	[コンナン]
5	災難	[サイナン]
5	至難	[シナン]
5	受難	[ジュナン]
5	多難	[タナン]
5	万難	[バンナン]
5	批難	[ヒナン]
5	非難	[ヒナン]
5	無難	[ブナン]
5	試探	[シタン]
5	院宣	[インセン]
5	教宣	[キョウセン]
5	口宣	[クセン,コウセン]
5	広宣	[コウセン]
5	円熟	[エンジュク]
5	完熟	[カンジュク]
5	習熟	[シュウジュク]
5	成熟	[セイジュク]
5	早熟	[ソウジュク]
5	半熟	[ハンジュク]
5	晩熟	[バンジュク]
5	豊熟	[ホウジュク]
5	未熟	[ミジュク]
5	練熟	[レンジュク]
5	養蚕	[ヨウサン]
5	尊厳	[ソンゲン]
5	冷厳	[レイゲン]
5	指揮	[シキ]
5	発揮	[ハッキ]
5	欠遺	[ケツイ]
5	拾遺	[シュウイ]
5	補遺	[ホイ]
5	混乱	[コンラン]
5	散乱	[サンラン]
5	酒乱	[シュラン]
5	戦乱	[センラン]
5	争乱	[ソウラン]
5	大乱	[タイラン]
5	動乱	[ドウラン]
5	内乱	[ナイラン]
5	波乱	[ハラン]
5	反乱	[ハンラン]
5	紙片	[シヘン]
5	断片	[ダンペン]
5	破片	[ハヘン]
5	木片	[モクヘン]
5	牛乳	[ギュウニュウ]
5	授乳	[ジュニュウ]
5	粉乳	[フンニュウ]
5	母乳	[ボニュウ]
5	練乳	[レンニュウ]
5	降誕	[コウタン]
5	生誕	[セイタン]
5	聖誕	[セイタン]
5	放誕	[ホウタン]
5	温純	[オンジュン]
5	清純	[セイジュン]
5	単純	[タンジュン]
5	忠純	[チュウジュン]
5	不純	[フジュン]
5	夏至	[ゲシ]
5	冬至	[トウジ]
5	必至	[ヒッシ]
5	自己	[ジコ]
5	知己	[チキ]
5	利己	[リコ]
5	高貴	[コウキ]
5	尊貴	[ソンキ]
5	富貴	[フウキ,フッキ]
5	異域	[イイキ]
5	海域	[カイイキ]
5	職域	[ショクイキ]
5	西域	[セイイキ]
5	声域	[セイイキ]
5	聖域	[セイイキ]
5	絶域	[ゼツイキ]
5	辺域	[ヘンイキ]
5	流域	[リュウイキ]
5	領域	[リョウイキ]
5	魚卵	[ギョラン]
5	産卵	[サンラン]
5	改補	[カイホ]
5	候補	[コウホ]
5	修補	[シュウホ]
5	増補	[ゾウホ]
5	追補	[ツイホ]
5	訳補	[ヤクホ]
5	確認	[カクニン]
5	公認	[コウニン]
5	誤認	[ゴニン]
5	自認	[ジニン]
5	承認	[ショウニン]
5	追認	[ツイニン]
5	否認	[ヒニン]
5	容認	[ヨウニン]
5	石段	[いしダン]
5	階段	[カイダン]
5	格段	[カクダン]
5	手段	[シュダン]
5	初段	[ショダン]
5	値段	[ねダン]
5	別段	[ベツダン]
5	温泉	[オンセン]
5	源泉	[ゲンセン]
5	黄泉	[コウセン,よみ]
5	鉱泉	[コウセン]
5	井泉	[セイセン]
5	冷泉	[レイセン]
5	出処	[シュッショ]
5	善処	[ゼンショ]
5	対処	[タイショ]
5	方処	[ホウショ]
5	野処	[ヤショ]
5	公私	[コウシ]
5	無私	[ムシ]
5	指呼	[シコ]
5	点呼	[テンコ]
5	危疑	[キギ]
5	質疑	[シツギ]
5	信疑	[シンギ]
5	大疑	[タイギ]
5	容疑	[ヨウギ]
5	一宇	[イチウ]
5	屋宇	[オクウ]
5	気宇	[キウ]
5	器宇	[キウ]
5	大宇	[タイウ]
5	宅宇	[タクウ]
5	堂宇	[ドウウ]
5	一覧	[イチラン]
5	回覧	[カイラン]
5	観覧	[カンラン]
5	供覧	[キョウラン]
5	高覧	[コウラン]
5	笑覧	[ショウラン]
5	天覧	[テンラン]
5	展覧	[テンラン]
5	博覧	[ハクラン]
5	便覧	[ベンラン,ビンラン]
5	遊覧	[ユウラン]
5	要覧	[ヨウラン]
5	夕暮	[セキボ]
5	日暮	[ニチボ]
5	延納	[エンノウ]
5	格納	[カクノウ]
5	完納	[カンノウ]
5	帰納	[キノウ]
5	収納	[シュウノウ]
5	受納	[ジュノウ]
5	笑納	[ショウノウ]
5	上納	[ジョウノウ]
5	出納	[スイトウ]
5	前納	[ゼンノウ]
5	分納	[ブンノウ]
5	返納	[ヘンノウ]
5	未納	[ミノウ]
5	結納	[ゆいノウ]
5	領納	[リョウノウ]
5	温暖	[オンダン]
5	寒暖	[カンダン]
5	水洗	[スイセン]
5	筆洗	[ヒッセン]
5	官署	[カンショ]
5	公署	[コウショ]
5	支署	[シショ]
5	自署	[ジショ]
5	代署	[ダイショ]
5	部署	[ブショ]
5	分署	[ブンショ]
5	本署	[ホンショ]
5	連署	[レンショ]
5	英姿	[エイシ]
5	天姿	[テンシ]
5	風姿	[フウシ]
5	勇姿	[ユウシ]
5	容姿	[ヨウシ]
5	過誤	[カゴ]
5	失誤	[シツゴ]
5	正誤	[セイゴ]
5	呼吸	[コキュウ]
5	残映	[ザンエイ]
5	照映	[ショウエイ]
5	上映	[ジョウエイ]
5	夕映	[セキエイ]
5	反映	[ハンエイ]
5	余映	[ヨエイ]
5	胸裏	[キョウリ]
5	庫裏	[クリ]
5	内裏	[ダイリ]
5	脳裏	[ノウリ]
5	表裏	[ヒョウリ]
5	家宝	[カホウ]
5	国宝	[コクホウ]
5	財宝	[ザイホウ]
5	三宝	[サンボウ,サンポウ]
5	七宝	[シッポウ]
5	重宝	[ジュウホウ,チョウホウ]
5	秘宝	[ヒホウ]
5	間脳	[カンノウ]
5	主脳	[シュノウ]
5	首脳	[シュノウ]
5	小脳	[ショウノウ]
5	頭脳	[ズノウ]
5	洗脳	[センノウ]
5	大脳	[ダイノウ]
5	価値	[カチ]
5	数値	[スウチ]
5	感染	[カンセン]
5	伝染	[デンセン]
5	衛視	[エイシ]
5	遠視	[エンシ]
5	看視	[カンシ]
5	近視	[キンシ]
5	軽視	[ケイシ]
5	検視	[ケンシ]
5	弱視	[ジャクシ]
5	重視	[ジュウシ]
5	熟視	[ジュクシ]
5	正視	[セイシ]
5	注視	[チュウシ]
5	直視	[チョクシ]
5	敵視	[テキシ]
5	無視	[ムシ]
5	乱視	[ランシ]
5	王后	[オウコウ]
5	皇后	[コウゴウ]
5	太后	[タイコウ]
5	天后	[テンコウ]
5	立后	[リッコウ]
5	給供	[キュウキョウ]
5	口供	[コウキョウ]
5	提供	[テイキョウ]
5	順延	[ジュンエン]
5	一律	[イチリツ]
5	音律	[オンリツ]
5	規律	[キリツ]
5	自律	[ジリツ]
5	他律	[タリツ]
5	調律	[チョウリツ]
5	法律	[ホウリツ]
5	探訪	[タンボウ]
5	来訪	[ライホウ]
5	歴訪	[レキホウ]
5	一派	[イッパ]
5	右派	[ウハ]
5	学派	[ガクハ]
5	教派	[キョウハ]
5	左派	[サハ]
5	宗派	[シュウハ]
5	新派	[シンパ]
5	党派	[トウハ]
5	特派	[トクハ]
5	分派	[ブンパ]
5	別派	[ベッパ]
5	門派	[モンパ]
5	流派	[リュウハ]
5	宇宙	[ウチュウ]
5	悪銭	[アクセン]
5	金銭	[キンセン]
5	口銭	[コウセン]
5	古銭	[コセン]
5	借銭	[シャクセン]
5	銅銭	[ドウセン]
5	無銭	[ムセン]
5	解除	[カイジョ]
5	加除	[カジョ]
5	切除	[セツジョ]
5	歌詞	[カシ]
5	賀詞	[ガシ]
5	作詞	[サクシ]
5	祝詞	[シュクシ,のりと]
5	台詞	[ダイシ,せりふ]
5	通詞	[ツウジ]
5	訳詞	[ヤクシ]
5	至孝	[シコウ]
5	忠孝	[チュウコウ]
5	不孝	[フコウ]
5	気胸	[キキョウ]
5	心胸	[シンキョウ]
5	度胸	[ドキョウ]
5	君臨	[クンリン]
5	光臨	[コウリン]
5	降臨	[コウリン]
5	照臨	[ショウリン]
5	親臨	[シンリン]
5	台臨	[タイリン]
5	登臨	[トウリン]
5	来臨	[ライリン]
